activity,timestamp,rental,inventory,customer,staff,inspection,invoice,store,lifecycle
cancel_inventory,2020-01-01 18:25:06.976640,[489],[81],48,EMPTY,EMPTY,EMPTY,6,complete
return_inventory,2020-01-01 18:25:06.976640,"[486, 494]","[78, 31]",23,2,EMPTY,EMPTY,2,complete
inspect_inventories,2020-01-01 18:26:30.697570,"[419, 452, 394, 465, 413]","[60, 22, 110, 167, 24, 166]",EMPTY,6,"[506, 511, 512, 513, 514, 515]",EMPTY,1,start
inspect_inventories,2020-01-01 18:27:12.558035,"[494, 453, 405, 486]","[112, 164, 19, 78, 31]",EMPTY,16,"[516, 517, 518, 522, 523]",EMPTY,2,start
create_invoice,2020-01-01 18:27:30.697570,"[419, 452, 394, 465, 413]",EMPTY,EMPTY,2,EMPTY,"[704, 705, 706, 707, 708]",1,complete
create_invoice,2020-01-01 18:28:12.558035,[453],EMPTY,EMPTY,16,EMPTY,[709],2,complete
confirm_rental,2020-01-01 18:28:36.278965,"[430, 440, 467, 488, 496, 500, 513]",EMPTY,EMPTY,17,EMPTY,EMPTY,7,complete
create_rental,2020-01-01 18:30:41.860360,[534],"[68, 118]",48,EMPTY,EMPTY,EMPTY,6,complete
lend_inventory,2020-01-01 18:30:41.860360,[500],[144],49,17,EMPTY,EMPTY,7,complete
return_inventory,2020-01-01 18:30:41.860360,"[472, 428]","[82, 160, 20]",8,1,EMPTY,EMPTY,1,complete
create_rental,2020-01-01 18:30:41.860360,[533],"[166, 22]",43,EMPTY,EMPTY,EMPTY,1,complete
return_inventory,2020-01-01 18:30:41.860360,[457],"[129, 30]",22,1,EMPTY,EMPTY,1,complete
pay_invoice,2020-01-01 18:30:41.860360,"[452, 413]",EMPTY,57,EMPTY,EMPTY,"[705, 707]",1,complete
create_rental,2020-01-01 18:30:41.860360,[532],"[120, 79]",51,EMPTY,EMPTY,EMPTY,2,complete
return_inventory,2020-01-01 18:30:41.860360,"[456, 481, 495]","[124, 103, 79, 70, 39]",72,2,EMPTY,EMPTY,2,complete
create_rental,2020-01-01 18:30:41.860360,[531],"[73, 94]",34,EMPTY,EMPTY,EMPTY,6,complete
return_inventory,2020-01-01 18:30:41.860360,[421],[7],64,1,EMPTY,EMPTY,1,complete
pay_invoice,2020-01-01 18:30:41.860360,[442],EMPTY,9,EMPTY,EMPTY,[692],2,complete
return_inventory,2020-01-01 18:30:41.860360,[466],"[73, 94]",62,6,EMPTY,EMPTY,6,complete
lend_inventory,2020-01-01 18:30:41.860360,"[496, 513, 467]","[74, 98, 88, 119]",70,14,EMPTY,EMPTY,7,complete
cancel_inventory,2020-01-01 18:30:41.860360,[430],[165],63,EMPTY,EMPTY,EMPTY,7,complete
create_rental,2020-01-01 18:30:41.860360,[528],[165],35,EMPTY,EMPTY,EMPTY,7,complete
cancel_inventory,2020-01-01 18:30:41.860360,[488],[32],14,EMPTY,EMPTY,EMPTY,7,complete
lend_inventory,2020-01-01 18:30:41.860360,[491],[1],30,16,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-01 18:30:41.860360,[515],EMPTY,76,EMPTY,EMPTY,[702],6,complete
create_rental,2020-01-01 18:30:41.860360,[530],[164],16,EMPTY,EMPTY,EMPTY,2,complete
create_rental,2020-01-01 18:30:41.860360,[529],[130],55,EMPTY,EMPTY,EMPTY,6,complete
inspect_inventories,2020-01-01 18:31:23.720825,"[456, 481, 495]","[124, 103, 79, 70, 39]",EMPTY,16,"[527, 528, 529, 530, 531]",EMPTY,2,start
create_invoice,2020-01-01 18:32:23.720825,"[456, 481, 495]",EMPTY,EMPTY,16,EMPTY,"[710, 711, 712]",2,complete
create_invoice,2020-01-01 18:34:11.162685,"[525, 526, 529, 531, 534]",EMPTY,EMPTY,8,EMPTY,"[713, 714, 715, 716, 717]",6,complete
inspect_inventories,2020-01-01 18:35:34.883615,[478],[145],EMPTY,17,[519],EMPTY,7,start
cancel_inventory,2020-01-01 18:36:16.744080,[489],[106],48,EMPTY,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-01 18:36:16.744080,"[465, 419, 509]",EMPTY,36,EMPTY,EMPTY,"[696, 706, 708]",1,complete
create_rental,2020-01-01 18:36:16.744080,[540],"[80, 106]",6,EMPTY,EMPTY,EMPTY,6,complete
return_inventory,2020-01-01 18:36:16.744080,"[398, 415]","[153, 6]",15,1,EMPTY,EMPTY,1,complete
create_rental,2020-01-01 18:36:16.744080,[541],"[20, 6]",71,EMPTY,EMPTY,EMPTY,1,complete
create_rental,2020-01-01 18:36:16.744080,[542],"[98, 101]",21,EMPTY,EMPTY,EMPTY,7,complete
pay_invoice,2020-01-01 18:36:16.744080,[506],EMPTY,35,EMPTY,EMPTY,[698],7,complete
create_rental,2020-01-01 18:36:16.744080,[539],"[154, 30]",50,EMPTY,EMPTY,EMPTY,1,complete
pay_invoice,2020-01-01 18:36:16.744080,[516],EMPTY,41,EMPTY,EMPTY,[703],6,complete
create_rental,2020-01-01 18:36:16.744080,[538],"[19, 70]",16,EMPTY,EMPTY,EMPTY,2,complete
lend_inventory,2020-01-01 18:36:16.744080,"[490, 468, 477]","[21, 15, 26, 159, 90, 147]",76,9,EMPTY,EMPTY,6,complete
cancel_inventory,2020-01-01 18:36:16.744080,[440],[101],63,EMPTY,EMPTY,EMPTY,7,complete
create_rental,2020-01-01 18:36:16.744080,[537],"[117, 119]",49,EMPTY,EMPTY,EMPTY,7,complete
create_rental,2020-01-01 18:36:16.744080,[536],"[82, 134]",43,EMPTY,EMPTY,EMPTY,1,complete
return_inventory,2020-01-01 18:36:16.744080,[491],[1],30,2,EMPTY,EMPTY,2,complete
create_rental,2020-01-01 18:36:16.744080,[535],[124],79,EMPTY,EMPTY,EMPTY,2,complete
lend_inventory,2020-01-01 18:36:16.744080,[492],[43],55,7,EMPTY,EMPTY,6,complete
return_inventory,2020-01-01 18:36:16.744080,"[496, 513, 467]","[74, 98, 88, 119]",70,7,EMPTY,EMPTY,7,complete
inspect_inventories,2020-01-01 18:39:04.185940,"[421, 457, 428, 398, 472, 415]","[7, 129, 30, 82, 160, 20, 153, 6]",EMPTY,5,"[526, 532, 533, 534, 535, 536, 542, 543]",EMPTY,1,start
confirm_invoice,2020-01-01 18:39:46.046405,"[497, 506, 436, 505]",EMPTY,EMPTY,11,EMPTY,"[681, 688, 698, 701]",7,complete
create_invoice,2020-01-01 18:40:04.185940,"[457, 421, 398, 415]",EMPTY,EMPTY,5,EMPTY,"[718, 719, 720, 721]",1,complete
create_invoice,2020-01-01 18:40:27.906870,"[512, 517, 522, 523, 530, 532, 535, 538, 507, 511]",EMPTY,EMPTY,16,EMPTY,"[722, 723, 724, 725, 726, 727, 728, 729, 730, 731]",2,complete
pay_invoice,2020-01-01 18:41:51.627800,[531],EMPTY,34,EMPTY,EMPTY,[716],6,complete
pay_invoice,2020-01-01 18:41:51.627800,"[538, 530, 523]",EMPTY,16,EMPTY,EMPTY,"[727, 728, 731]",2,complete
pay_invoice,2020-01-01 18:41:51.627800,[526],EMPTY,76,EMPTY,EMPTY,[714],6,complete
create_rental,2020-01-01 18:41:51.627800,[543],[1],2,EMPTY,EMPTY,EMPTY,2,complete
return_inventory,2020-01-01 18:41:51.627800,[492],[43],55,6,EMPTY,EMPTY,6,complete
create_invoice,2020-01-01 18:43:15.348730,[540],EMPTY,EMPTY,7,EMPTY,[732],6,complete
confirm_invoice,2020-01-01 18:43:57.209195,"[523, 530, 538, 442, 411]",EMPTY,EMPTY,16,EMPTY,"[689, 692, 727, 728, 731]",2,complete
confirm_rental,2020-01-01 18:45:20.930125,"[448, 462, 473, 475, 476, 482, 483, 487, 493, 502, 503, 504]",EMPTY,EMPTY,18,EMPTY,EMPTY,4,complete
create_invoice,2020-01-01 18:46:02.790590,"[524, 533, 536, 539, 541]",EMPTY,EMPTY,1,EMPTY,"[733, 734, 735, 736, 737]",1,complete
lend_inventory,2020-01-01 18:47:26.511520,[462],[11],11,13,EMPTY,EMPTY,4,complete
create_rental,2020-01-01 18:47:26.511520,[549],"[92, 55]",76,EMPTY,EMPTY,EMPTY,6,complete
lend_inventory,2020-01-01 18:47:26.511520,"[448, 483]","[51, 93, 115, 29]",74,18,EMPTY,EMPTY,4,complete
create_rental,2020-01-01 18:47:26.511520,[548],"[78, 39]",30,EMPTY,EMPTY,EMPTY,2,complete
return_inventory,2020-01-01 18:47:26.511520,[479],"[57, 114]",6,6,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-01 18:47:26.511520,[529],EMPTY,55,EMPTY,EMPTY,[715],6,complete
pay_invoice,2020-01-01 18:47:26.511520,"[524, 541]",EMPTY,71,EMPTY,EMPTY,"[733, 737]",1,complete
return_inventory,2020-01-01 18:47:26.511520,[485],[55],27,6,EMPTY,EMPTY,6,complete
create_rental,2020-01-01 18:47:26.511520,[546],"[129, 7]",78,EMPTY,EMPTY,EMPTY,1,complete
create_rental,2020-01-01 18:47:26.511520,[547],"[160, 110]",64,EMPTY,EMPTY,EMPTY,1,complete
return_inventory,2020-01-01 18:47:26.511520,[480],"[97, 92]",69,6,EMPTY,EMPTY,6,complete
create_rental,2020-01-01 18:47:26.511520,[545],"[32, 74]",42,EMPTY,EMPTY,EMPTY,7,complete
return_inventory,2020-01-01 18:47:26.511520,[501],[99],41,6,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-01 18:47:26.511520,[534],EMPTY,48,EMPTY,EMPTY,[717],6,complete
lend_inventory,2020-01-01 18:47:26.511520,"[440, 430]","[65, 127]",63,17,EMPTY,EMPTY,7,complete
create_rental,2020-01-01 18:47:26.511520,[544],"[24, 153]",57,EMPTY,EMPTY,EMPTY,1,complete
create_invoice,2020-01-01 18:49:32.092915,"[544, 546, 547]",EMPTY,EMPTY,2,EMPTY,"[738, 739, 740]",1,complete
confirm_invoice,2020-01-01 18:50:13.953380,"[515, 516, 526, 529, 531, 534]",EMPTY,EMPTY,8,EMPTY,"[702, 703, 714, 715, 716, 717]",6,complete
create_invoice,2020-01-01 18:51:37.674310,"[545, 519, 520, 527, 528, 537, 542]",EMPTY,EMPTY,11,EMPTY,"[741, 742, 743, 744, 745, 746, 747]",7,complete
create_invoice,2020-01-01 18:52:19.534775,"[548, 543]",EMPTY,EMPTY,16,EMPTY,"[748, 749]",2,complete
lend_inventory,2020-01-01 18:53:01.395240,[487],"[156, 13]",25,13,EMPTY,EMPTY,4,complete
create_rental,2020-01-01 18:53:01.395240,[552],[31],51,EMPTY,EMPTY,EMPTY,2,complete
lend_inventory,2020-01-01 18:53:01.395240,"[482, 502]","[2, 28, 96, 125]",18,4,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-01 18:53:01.395240,[519],EMPTY,28,EMPTY,EMPTY,[741],7,complete
create_rental,2020-01-01 18:53:01.395240,[553],[88],35,EMPTY,EMPTY,EMPTY,7,complete
create_rental,2020-01-01 18:53:01.395240,[551],"[112, 103]",30,EMPTY,EMPTY,EMPTY,2,complete
return_inventory,2020-01-01 18:53:01.395240,"[440, 430]","[65, 127]",63,7,EMPTY,EMPTY,7,complete
pay_invoice,2020-01-01 18:53:01.395240,[542],EMPTY,21,EMPTY,EMPTY,[746],7,complete
lend_inventory,2020-01-01 18:53:01.395240,[493],"[83, 59]",67,4,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-01 18:53:01.395240,[535],EMPTY,79,EMPTY,EMPTY,[730],2,complete
create_rental,2020-01-01 18:53:01.395240,[550],"[97, 114]",55,EMPTY,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-01 18:53:01.395240,"[547, 421]",EMPTY,64,EMPTY,EMPTY,"[720, 740]",1,complete
pay_invoice,2020-01-01 18:53:01.395240,"[527, 470, 510]",EMPTY,77,EMPTY,EMPTY,"[639, 699, 743]",7,complete
pay_invoice,2020-01-01 18:53:01.395240,[517],EMPTY,58,EMPTY,EMPTY,[725],2,complete
create_invoice,2020-01-01 18:53:43.255705,[553],EMPTY,EMPTY,14,EMPTY,[750],7,complete
confirm_invoice,2020-01-01 18:55:06.976635,"[514, 419, 452, 421, 541, 547, 524, 465, 509, 413]",EMPTY,EMPTY,2,EMPTY,"[696, 697, 705, 706, 707, 708, 720, 733, 737, 740]",1,complete
create_invoice,2020-01-01 18:56:30.697565,"[552, 551]",EMPTY,EMPTY,16,EMPTY,"[751, 752]",2,complete
create_rental,2020-01-01 18:58:36.278960,[555],"[81, 99]",76,EMPTY,EMPTY,EMPTY,6,complete
create_rental,2020-01-01 18:58:36.278960,[557],[65],77,EMPTY,EMPTY,EMPTY,7,complete
pay_invoice,2020-01-01 18:58:36.278960,"[398, 415]",EMPTY,15,EMPTY,EMPTY,"[718, 719]",1,complete
create_rental,2020-01-01 18:58:36.278960,[556],[83],60,EMPTY,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-01 18:58:36.278960,"[552, 507, 532, 453]",EMPTY,51,EMPTY,EMPTY,"[709, 722, 729, 752]",2,complete
cancel_inventory,2020-01-01 18:58:36.278960,[503],[113],53,EMPTY,EMPTY,EMPTY,4,complete
return_inventory,2020-01-01 18:58:36.278960,[462],[11],11,4,EMPTY,EMPTY,4,complete
return_inventory,2020-01-01 18:58:36.278960,[493],"[83, 59]",67,4,EMPTY,EMPTY,4,complete
create_rental,2020-01-01 18:58:36.278960,[554],"[57, 43]",48,EMPTY,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-01 18:58:36.278960,[545],EMPTY,42,EMPTY,EMPTY,[747],7,complete
return_inventory,2020-01-01 18:58:36.278960,[500],[144],49,7,EMPTY,EMPTY,7,complete
pay_invoice,2020-01-01 18:58:36.278960,"[528, 553]",EMPTY,35,EMPTY,EMPTY,"[744, 750]",7,complete
inspect_inventories,2020-01-01 18:59:59.999890,"[513, 430, 496, 467, 500, 440]","[74, 98, 88, 119, 65, 127, 144]",EMPTY,17,"[537, 538, 539, 540, 551, 552, 553]",EMPTY,7,start
create_invoice,2020-01-01 19:00:59.999890,"[513, 430, 496, 467, 500]",EMPTY,EMPTY,17,EMPTY,"[753, 754, 755, 756, 757]",7,complete
confirm_rental,2020-01-01 19:02:05.581285,"[515, 516, 526, 529, 531, 534]",EMPTY,EMPTY,7,EMPTY,EMPTY,6,complete
lend_inventory,2020-01-01 19:04:11.162680,"[475, 476, 503]","[50, 75, 86, 25]",53,4,EMPTY,EMPTY,4,complete
create_rental,2020-01-01 19:04:11.162680,[558],"[26, 21]",34,EMPTY,EMPTY,EMPTY,6,complete
return_inventory,2020-01-01 19:04:11.162680,"[448, 483]","[51, 93, 115, 29]",74,4,EMPTY,EMPTY,4,complete
lend_inventory,2020-01-01 19:04:11.162680,[529],[130],55,9,EMPTY,EMPTY,6,complete
lend_inventory,2020-01-01 19:04:11.162680,"[515, 526]","[44, 126, 139, 132]",76,7,EMPTY,EMPTY,6,complete
return_inventory,2020-01-01 19:04:11.162680,"[490, 468, 477]","[21, 15, 26, 159, 90, 147]",76,6,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-01 19:04:11.162680,[430],EMPTY,63,EMPTY,EMPTY,[753],7,complete
lend_inventory,2020-01-01 19:04:11.162680,"[504, 473]","[36, 87, 35]",4,4,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-01 19:04:11.162680,[520],EMPTY,7,EMPTY,EMPTY,[742],7,complete
cancel_inventory,2020-01-01 19:04:11.162680,[516],[23],41,EMPTY,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-01 19:04:11.162680,[546],EMPTY,78,EMPTY,EMPTY,[739],1,complete
inspect_inventories,2020-01-01 19:06:58.604540,"[448, 483, 493, 462]","[83, 59, 11, 51, 93, 115, 29]",EMPTY,13,"[554, 555, 556, 563, 564, 565, 566]",EMPTY,4,start
confirm_rental,2020-01-01 19:07:40.465005,"[523, 530, 538]",EMPTY,EMPTY,16,EMPTY,EMPTY,2,complete
create_invoice,2020-01-01 19:07:58.604540,"[448, 493, 462]",EMPTY,EMPTY,4,EMPTY,"[758, 759, 760]",4,complete
confirm_invoice,2020-01-01 19:08:22.325470,"[416, 426, 429, 443, 446, 449, 451, 324, 455, 329, 460, 464, 338, 469, 351, 361, 363, 369, 371, 378, 379]",EMPTY,EMPTY,20,EMPTY,"[595, 596, 597, 598, 599, 600, 601, 602, 603, 604, 605, 606, 609, 610, 611, 612, 613, 625, 626, 627, 628]",5,complete
return_inventory,2020-01-01 19:09:46.046400,[487],"[156, 13]",25,4,EMPTY,EMPTY,4,complete
lend_inventory,2020-01-01 19:09:46.046400,[531],"[73, 94]",34,7,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-01 19:09:46.046400,"[499, 543]",EMPTY,2,EMPTY,EMPTY,"[684, 748]",2,complete
lend_inventory,2020-01-01 19:09:46.046400,[534],"[68, 118]",48,7,EMPTY,EMPTY,6,complete
create_rental,2020-01-01 19:09:46.046400,[560],"[144, 127]",70,EMPTY,EMPTY,EMPTY,7,complete
return_inventory,2020-01-01 19:09:46.046400,[529],[130],55,6,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-01 19:09:46.046400,[394],EMPTY,29,EMPTY,EMPTY,[704],1,complete
pay_invoice,2020-01-01 19:09:46.046400,[511],EMPTY,65,EMPTY,EMPTY,[723],2,complete
create_rental,2020-01-01 19:09:46.046400,[559],"[115, 11]",53,EMPTY,EMPTY,EMPTY,4,complete
lend_inventory,2020-01-01 19:09:46.046400,"[538, 530, 523]","[37, 164, 19, 70]",16,16,EMPTY,EMPTY,2,complete
return_inventory,2020-01-01 19:09:46.046400,"[515, 526]","[44, 126, 139, 132]",76,6,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-01 19:09:46.046400,"[540, 525]",EMPTY,6,EMPTY,EMPTY,"[713, 732]",6,complete
pay_invoice,2020-01-01 19:09:46.046400,[544],EMPTY,57,EMPTY,EMPTY,[738],1,complete
inspect_inventories,2020-01-01 19:10:27.906865,[491],[1],EMPTY,16,[541],EMPTY,2,start
confirm_rental,2020-01-01 19:11:09.767330,"[509, 514, 524, 541, 547]",EMPTY,EMPTY,5,EMPTY,EMPTY,1,complete
create_invoice,2020-01-01 19:11:27.906865,[491],EMPTY,EMPTY,16,EMPTY,[761],2,complete
create_invoice,2020-01-01 19:12:33.488260,"[549, 550, 554, 555, 558]",EMPTY,EMPTY,9,EMPTY,"[762, 763, 764, 765, 766]",6,complete
create_invoice,2020-01-01 19:14:39.069655,"[560, 557]",EMPTY,EMPTY,17,EMPTY,"[767, 768]",7,complete
return_inventory,2020-01-01 19:15:20.930120,[534],"[68, 118]",48,6,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-01 19:15:20.930120,[457],EMPTY,22,EMPTY,EMPTY,[721],1,complete
pay_invoice,2020-01-01 19:15:20.930120,[550],EMPTY,55,EMPTY,EMPTY,[763],6,complete
pay_invoice,2020-01-01 19:15:20.930120,[448],EMPTY,74,EMPTY,EMPTY,[758],4,complete
cancel_inventory,2020-01-01 19:15:20.930120,[514],[133],15,EMPTY,EMPTY,EMPTY,1,complete
lend_inventory,2020-01-01 19:15:20.930120,[547],"[160, 110]",64,2,EMPTY,EMPTY,1,complete
create_rental,2020-01-01 19:15:20.930120,[563],"[156, 29]",25,EMPTY,EMPTY,EMPTY,4,complete
create_rental,2020-01-01 19:15:20.930120,[562],[36],60,EMPTY,EMPTY,EMPTY,4,complete
create_rental,2020-01-01 19:15:20.930120,[561],"[113, 51]",32,EMPTY,EMPTY,EMPTY,4,complete
lend_inventory,2020-01-01 19:15:20.930120,[509],[60],36,5,EMPTY,EMPTY,1,complete
return_inventory,2020-01-01 19:15:20.930120,"[504, 473]","[36, 87, 35]",4,4,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-01 19:15:20.930120,[462],EMPTY,11,EMPTY,EMPTY,[759],4,complete
inspect_inventories,2020-01-01 19:16:02.790585,"[480, 515, 485, 479, 490, 492, 526, 529, 466, 498, 468, 501, 534, 477, 383]","[99, 44, 130, 68, 73, 94, 43, 99, 97, 92, 55, 57, 114, 21, 15, 26, 159, 90, 147, 44, 126, 139, 132, 130, 68, 118]",EMPTY,8,"[499, 500, 520, 521, 524, 525, 544, 545, 546, 547, 548, 549, 550, 557, 558, 559, 560, 561, 562, 567, 568, 569, 570, 571, 577, 578]",EMPTY,6,start
create_invoice,2020-01-01 19:17:02.790585,"[515, 492, 498, 501, 534, 477, 383]",EMPTY,EMPTY,8,EMPTY,"[769, 770, 771, 772, 773, 774, 775]",6,complete
cancel_inventory,2020-01-01 19:20:55.813840,[524],[142],71,EMPTY,EMPTY,EMPTY,1,complete
create_rental,2020-01-01 19:20:55.813840,[565],"[93, 86]",25,EMPTY,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-01 19:20:55.813840,"[512, 548, 551, 522, 491]",EMPTY,30,EMPTY,EMPTY,"[724, 726, 749, 751, 761]",2,complete
pay_invoice,2020-01-01 19:20:55.813840,[498],EMPTY,20,EMPTY,EMPTY,[772],6,complete
create_rental,2020-01-01 19:20:55.813840,[564],"[132, 94]",55,EMPTY,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-01 19:20:55.813840,[383],EMPTY,27,EMPTY,EMPTY,[769],6,complete
pay_invoice,2020-01-01 19:20:55.813840,[539],EMPTY,50,EMPTY,EMPTY,[736],1,complete
return_inventory,2020-01-01 19:20:55.813840,[531],"[73, 94]",34,6,EMPTY,EMPTY,6,complete
return_inventory,2020-01-01 19:20:55.813840,"[475, 476, 503]","[50, 75, 86, 25]",53,4,EMPTY,EMPTY,4,complete
return_inventory,2020-01-01 19:20:55.813840,[509],[60],36,1,EMPTY,EMPTY,1,complete
pay_invoice,2020-01-01 19:20:55.813840,"[536, 533]",EMPTY,43,EMPTY,EMPTY,"[734, 735]",1,complete
inspect_inventories,2020-01-01 19:21:37.674305,[509],[60],EMPTY,5,[579],EMPTY,1,start
create_invoice,2020-01-01 19:22:37.674305,[509],EMPTY,EMPTY,5,EMPTY,[776],1,complete
confirm_invoice,2020-01-01 19:23:43.255700,"[550, 525, 498, 540, 383]",EMPTY,EMPTY,7,EMPTY,"[713, 732, 763, 769, 772]",6,complete
create_rental,2020-01-01 19:26:30.697560,[567],"[44, 15]",13,EMPTY,EMPTY,EMPTY,6,complete
create_rental,2020-01-01 19:26:30.697560,[566],"[25, 87]",18,EMPTY,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-01 19:26:30.697560,[557],EMPTY,77,EMPTY,EMPTY,[767],7,complete
return_inventory,2020-01-01 19:26:30.697560,[547],"[160, 110]",64,1,EMPTY,EMPTY,1,complete
pay_invoice,2020-01-01 19:26:30.697560,"[496, 513, 560, 467]",EMPTY,70,EMPTY,EMPTY,"[754, 755, 757, 768]",7,complete
cancel_inventory,2020-01-01 19:26:30.697560,[541],[6],71,EMPTY,EMPTY,EMPTY,1,complete
confirm_rental,2020-01-01 19:29:18.139420,"[363, 369, 371, 378, 379, 416, 426, 429, 443, 446, 449, 451, 455, 460, 464, 469]",EMPTY,EMPTY,20,EMPTY,EMPTY,5,complete
confirm_invoice,2020-01-01 19:29:59.999885,"[512, 548, 453, 517, 551, 552, 522, 491, 543, 499, 532, 535, 507, 511]",EMPTY,EMPTY,16,EMPTY,"[684, 709, 722, 723, 724, 725, 726, 729, 730, 748, 749, 751, 752, 761]",2,complete
create_invoice,2020-01-01 19:30:41.860350,"[564, 567]",EMPTY,EMPTY,8,EMPTY,"[777, 778]",6,complete
create_rental,2020-01-01 19:32:05.581280,[572],"[50, 35]",67,EMPTY,EMPTY,EMPTY,4,complete
return_inventory,2020-01-01 19:32:05.581280,"[482, 502]","[2, 28, 96, 125]",18,4,EMPTY,EMPTY,4,complete
create_rental,2020-01-01 19:32:05.581280,[571],[160],1,EMPTY,EMPTY,EMPTY,1,complete
lend_inventory,2020-01-01 19:32:05.581280,"[524, 541]","[167, 20]",71,6,EMPTY,EMPTY,1,complete
lend_inventory,2020-01-01 19:32:05.581280,[429],[34],12,20,EMPTY,EMPTY,5,complete
cancel_inventory,2020-01-01 19:32:05.581280,[455],[76],54,EMPTY,EMPTY,EMPTY,5,complete
create_rental,2020-01-01 19:32:05.581280,[570],"[163, 76]",5,EMPTY,EMPTY,EMPTY,5,complete
create_rental,2020-01-01 19:32:05.581280,[569],[56],68,EMPTY,EMPTY,EMPTY,5,complete
create_rental,2020-01-01 19:32:05.581280,[568],"[130, 23]",48,EMPTY,EMPTY,EMPTY,6,complete
cancel_inventory,2020-01-01 19:32:05.581280,[514],[54],15,EMPTY,EMPTY,EMPTY,1,complete
pay_invoice,2020-01-01 19:32:05.581280,"[477, 515, 555, 549]",EMPTY,76,EMPTY,EMPTY,"[762, 765, 770, 774]",6,complete
cancel_inventory,2020-01-01 19:32:05.581280,[371],[56],47,EMPTY,EMPTY,EMPTY,5,complete
cancel_inventory,2020-01-01 19:32:05.581280,[363],[163],26,EMPTY,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-01 19:32:05.581280,[501],EMPTY,41,EMPTY,EMPTY,[773],6,complete
confirm_invoice,2020-01-01 19:32:47.441745,"[545, 513, 519, 520, 542, 553, 557, 430, 527, 528, 496, 560, 467, 470, 510]",EMPTY,EMPTY,17,EMPTY,"[639, 699, 741, 742, 743, 744, 746, 747, 750, 753, 754, 755, 757, 767, 768]",7,complete
inspect_inventories,2020-01-01 19:34:11.162675,[531],"[73, 94]",EMPTY,8,"[584, 585]",EMPTY,6,start
inspect_inventories,2020-01-01 19:34:53.023140,[547],"[160, 110]",EMPTY,6,"[586, 587]",EMPTY,1,start
create_invoice,2020-01-01 19:35:11.162675,[531],EMPTY,EMPTY,7,EMPTY,[779],6,complete
inspect_inventories,2020-01-01 19:35:34.883605,"[482, 487, 502, 503, 504, 473, 475, 476]","[156, 13, 36, 87, 35, 50, 75, 86, 25, 2, 28, 96, 125]",EMPTY,13,"[572, 573, 574, 575, 576, 580, 581, 582, 583, 588, 589, 590, 591]",EMPTY,4,start
create_invoice,2020-01-01 19:36:34.883605,"[473, 482, 476, 487]",EMPTY,EMPTY,13,EMPTY,"[780, 781, 782, 783]",4,complete
pay_invoice,2020-01-01 19:37:40.465000,"[492, 564]",EMPTY,55,EMPTY,EMPTY,"[771, 777]",6,complete
lend_inventory,2020-01-01 19:37:40.465000,[460],"[138, 12]",19,20,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-01 19:37:40.465000,"[531, 558]",EMPTY,34,EMPTY,EMPTY,"[766, 779]",6,complete
lend_inventory,2020-01-01 19:37:40.465000,"[449, 469, 446]","[52, 14, 89, 84, 107]",61,20,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-01 19:37:40.465000,"[554, 534]",EMPTY,48,EMPTY,EMPTY,"[764, 775]",6,complete
create_rental,2020-01-01 19:37:40.465000,[576],[146],12,EMPTY,EMPTY,EMPTY,5,complete
create_rental,2020-01-01 19:37:40.465000,[575],"[2, 28]",11,EMPTY,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-01 19:37:40.465000,[493],EMPTY,67,EMPTY,EMPTY,[760],4,complete
create_rental,2020-01-01 19:37:40.465000,[573],"[133, 110]",50,EMPTY,EMPTY,EMPTY,1,complete
create_rental,2020-01-01 19:37:40.465000,[574],[90],20,EMPTY,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-01 19:37:40.465000,[473],EMPTY,4,EMPTY,EMPTY,[780],4,complete
lend_inventory,2020-01-01 19:37:40.465000,"[416, 455]","[95, 45]",54,20,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-01 19:37:40.465000,"[456, 481, 495]",EMPTY,72,EMPTY,EMPTY,"[710, 711, 712]",2,complete
cancel_inventory,2020-01-01 19:37:40.465000,[451],[63],75,EMPTY,EMPTY,EMPTY,5,complete
cancel_inventory,2020-01-01 19:37:40.465000,[464],[5],26,EMPTY,EMPTY,EMPTY,5,complete
